ensid	gene	unt_1	unt_2	unt_3	unt_4	vitc_1	vitc_2	vitc_3	vitc_4	exp1	exp2	exp3	exp4
ENSMUSG00000093837	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093839	OLFR462	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093841	AC130840.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093844	GM16381	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093845	AC145515.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093847	CT485612.1	0.028	0	0	0	0.049	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093848	RP24-120I13.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093853	VMN1R151	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093857	CT868697.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093862	AC127374.1	0.689	0.809	0.100897	0.0833984	0.493	0.583	0.100466	0.0499394	n.s	n.s	n.s	n.s
ENSMUSG00000093863	GM7954	0	0.025	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093865	LRIT3	0	0	0	0.0128063	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093866	OLFR802	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093867	GSDMCL2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093868	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093871	GM4187	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093872	AC192547.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093877	OLFR1348	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093880	TMEM181C-PS	5.81	5.904	0.880717	1.173	5.266	5.49	1.02088	1.22555	n.s	n.s	n.s	n.s
ENSMUSG00000093881	AC145552.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093882	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093883	AC193418.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093884	OLFR239	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093887	GM3033	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093888	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093890	VMN1R127	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093895	AC182034.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093898	GM3629	0	0.026	0.0415932	0.02878	0.005	0	0.00754177	0.00953787	n.s	n.s	n.s	n.s
ENSMUSG00000093901	OLFR893	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093903	SSTY1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093904	TOMM20	26.605	40.817	23.0645	19.9741	24.282	37.747	19.2506	15.66	n.s	n.s	n.s	n.s
ENSMUSG00000093908	GM5784	0	0	0	0.0868612	0	0	0	0.0352885	n.s	n.s	n.s	n.s
ENSMUSG00000093909	GM10598	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093910	ZFP853	0.021	0.027	0.0482818	0.00528907	0.034	0	0	0.0135608	n.s	n.s	n.s	n.s
ENSMUSG00000093916	AL670114.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093917	GM8660	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093918	RBMY1A1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093920	OLFR463	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093922	AC124316.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093923	GM5935	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093926	GM17027	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093927	AC201931.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093930	HMGCS1	77.991	40.324	67.3815	95.0281	91.036	48.435	61.0633	87.99	n.s	n.s	n.s	n.s
ENSMUSG00000093931	AMY2A3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093934	OLFR971	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093938	EVI2B	47.101	67.75	65.2344	32.3225	46.548	70.21	70.5681	38.0409	n.s	n.s	n.s	n.s
ENSMUSG00000093941	GM4172	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093942	OLFR46	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093945	GM3543	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093948	GM10378	0.011	0	0	0	0	0.012	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093950	AC240733.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093954	SLC25A37	2.469	5.283	1.79793	1.50732	2.517	3.055	1.88904	1.52607	n.s	n.s	n.s	n.s
ENSMUSG00000093957	ESP3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093962	GM11756	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093968	GM8165	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093973	MRGPRA2A	0.819	4.655	18.1902	10.4242	0.311	3.563	7.87003	5.22977	n.s	n.s	dn	dn
ENSMUSG00000093976	GM8674	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093979	GM2237	0.043	0.055	0.139125	0.103946	0.056	0.063	0.127262	0.0564015	n.s	n.s	n.s	n.s
ENSMUSG00000093980	OLFR493	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093982	AC191864.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093985	GM10406	0	0.002	0.00586724	0.0138545	0	0.015	0.00756051	0.0108654	n.s	n.s	n.s	n.s
ENSMUSG00000093986	VMN1R120	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093987	RBMY1A1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093989	RNASEK	52.776	49.984	67.3042	17.2651	66.907	73.221	85.8016	24.951	n.s	n.s	up	up
ENSMUSG00000093991	AC158361.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093993	1700040F15RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093996	FAM205A	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094000	OLFR1294	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094001	VMN1R122	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094002	AC155270.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094004	GM5128	0.007	0	0.00921298	0.0280345	0.006	0.008	0	0.0170613	n.s	n.s	n.s	n.s
ENSMUSG00000094010	VMN1R119	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094011	VMN1R94	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094012	GM10024	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094014	AC195646.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094018	S100A2	0.218	0.28	0.0329788	0	0.101	0.167	0.0482913	0.404375	n.s	n.s	n.s	n.s
ENSMUSG00000094021	GM3685	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094022	AC192921.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094024	GM20579	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094025	GM8879	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094027	D13ERTD608E	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094030	AC122837.1	0	0	0	0	0	0.01	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094035	LDLRAD2	0	0	0	0	0	0.057	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094036	GM6465	0	0	0	0	0	0	0.0138541	0	n.s	n.s	n.s	n.s
ENSMUSG00000094040	AC120859.1	0.833	1.668	0.459399	10.3883	0.325	0.64	0.446321	10.1071	n.s	n.s	n.s	n.s
ENSMUSG00000094043	GM3176	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094044	GM17693	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094045	AC226686.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094046	AC145296.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094047	AC183415.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094052	AC147372.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094053	SCGB2B7	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094056	AC212992.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094061	AC175056.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094063	OLFR638	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094064	AC184101.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094065	CCL21B	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094066	GM2542	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094071	AC145575.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094073	AC145742.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094076	GM4767	2.272	3.898	1.80625	2.91346	1.589	3.616	1.5268	2.57856	n.s	n.s	n.s	n.s
ENSMUSG00000094078	VMN1R81	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094080	OLFR8	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094081	AC129191.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094083	GM1604A	0	0	0.0151151	0.0412109	0.055	0.034	0.31683	0.682242	n.s	n.s	n.s	up
ENSMUSG00000094084	TDPOZ1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094085	VMN1R114	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094089	AC121580.1	38.348	46.566	5.24505	2.70152	22.142	33.783	3.89922	3.42756	n.s	n.s	n.s	n.s
ENSMUSG00000094091	AL645846.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094098	VMN2R44	0	0	0.00413886	0	0	0.006	0.00196078	0.00912998	n.s	n.s	n.s	n.s
ENSMUSG00000094100	AC174234.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094103	1700047I17RIK2	19	20.85	16.827	6.37448	24.605	19.93	17.9135	6.35047	n.s	n.s	n.s	n.s
ENSMUSG00000094104	OLFR495	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094105	GM8922	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094106	AC140188.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094107	VMN2R47	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094112	9330182O14RIK	0.348	2.066	0.213214	0	0.304	0.69	0.142408	0.183297	n.s	n.s	n.s	n.s
ENSMUSG00000094113	5430401F13RIK	0.072	0.023	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094114	GM7120	4.325	4.513	2.90882	3.00468	5.232	6.202	3.49279	2.61963	n.s	n.s	n.s	n.s
ENSMUSG00000094115	AC125209.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094116	GM11238	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094119	OLFR612	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094120	GM3233	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094125	GM13698	0.86	0.75	0.274643	0.333366	0.569	0.632	0.272221	0.303175	n.s	n.s	n.s	n.s
ENSMUSG00000094127	AC147806.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094130	RPP14	27.879	37.864	32.0945	25.837	23.5	39.206	29.8206	20.3348	n.s	n.s	n.s	n.s
ENSMUSG00000094132	GM3264	0	0.02	0	0	0	0	0	0.0287517	n.s	n.s	n.s	n.s
ENSMUSG00000094133	OLFR1431	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094135	RBM31Y	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094138	AC136638.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094140	OLFR1512	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094141	AC124828.1	0	0	0.0634672	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094142	AC182555.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094143	AC138368.1	0	0.072	0.00440892	0	0.02	0	0.0249978	0.0473558	n.s	n.s	n.s	n.s
ENSMUSG00000094144	RP23-437G18.5	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094145	VMN2R20	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094146	GM10142	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094147	GM17693	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094149	GM8453	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094151	GM7233	0	0.02	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094152	SLC6A16	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094155	CU013521.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094156	SULT2A7	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094157	GM7995	0.011	0.028	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094161	SRSY	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094163	TDPOZ5	0	0.034	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094166	AC142214.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094168	AC127274.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094169	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094170	AC197447.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094174	AC073590.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094181	AC145564.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094182	OLFR937	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094186	GM1553	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094187	VMN1R170	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094192	OLFR452	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094195	GM6509	0	0	0	0	0	0.011	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094196	MAGEA3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094197	OLFR474	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094200	OLFR237-PS1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094203	GM17693	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094204	AC140409.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094205	GM8926	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094206	VMN1R25	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094207	AC193422.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094208	VMN1R130	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094209	AC216078.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094211	CT867960.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094215	GM6489	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094216	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094217	AC145586.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094219	AC124724.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094221	VMN1R124	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094223	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094226	AC140364.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094227	AC142255.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094228	GM4303	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094230	AC239617.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094232	AC214059.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094233	GM16387	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094237	AF067063	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094246	MGC107098	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094248	HIST1H2AO	14.1	14.12	3.52147	41.5134	14.636	11.162	5.39003	46.0604	n.s	n.s	n.s	n.s
ENSMUSG00000094249	GM20091	2.897	1.022	0	0	1.664	1.022	0.0686641	0	n.s	n.s	n.s	n.s
ENSMUSG00000094252	GM17693	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094254	OLFR969	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094258	GM8159	0.008	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094260	AC144856.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094262	AC156953.2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094266	OLFR340	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094269	OLFR951	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094271	GM13290	0.203	0.073	0.0414635	0.0890618	0.032	0.203	0.0314292	0.060826	n.s	n.s	n.s	n.s
ENSMUSG00000094273	GM10922	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094277	AC154225.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094279	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094282	CCDC42B	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094284	VMN1R112	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094285	OLFR743	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094289	OLFR470	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094291	VMN1R28	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094293	GM3893	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094294	RP24-120I13.2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094295	OLFR819	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094296	AC116996.1	0	0.083	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094298	GM6164	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094299	AC140203.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094302	OLFR644	0	0.019	0.0249839	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094305	SCGB2B20	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094307	GM14347	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094309	GMCL1L	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094311	RFPL4B	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094313	VMN1R61	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094314	GM4301	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094319	AC153615.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094325	SSTY1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094328	GM9125	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094331	GM13275	0.15	0.159	0.0531069	0.0831091	0.076	0.107	0.00977619	0.0983474	n.s	n.s	n.s	n.s
ENSMUSG00000094333	AC132283.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094336	GM13693	1.263	0.856	0.288406	0.44956	0.855	0.869	0.268397	0.341876	n.s	n.s	n.s	n.s
ENSMUSG00000094338	HIST1H2BL	3.423	2.524	0.646532	177.531	1.978	1.907	0.415229	176.098	n.s	n.s	n.s	n.s
ENSMUSG00000094339	AC240740.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094341	AC220068.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094342	GM17693	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094346	AC197786.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094347	OLFR784	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094348	AC174445.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094349	GM8082	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094351	CT963124.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094352	GM2777	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094353	OLFR150	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094354	AC144579.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094355	GM13283	0.17	0.104	0.0582239	0.132879	0.04	0.037	0.0170061	0.0808677	n.s	n.s	n.s	n.s
ENSMUSG00000094361	FQ976806.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094362	DEFA20	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094368	AC175493.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094370	GM3468	0	0	0.0121135	0.0167634	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094374	AC156643.1	0.453	0.304	0.478385	0.74681	0.572	0.185	0.311757	0.640533	n.s	n.s	n.s	n.s
ENSMUSG00000094375	AC192435.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094376	GM13278	0.16	0.29	0.0888193	0.103195	0.132	0.062	0.0208095	0.104671	n.s	n.s	n.s	n.s
ENSMUSG00000094378	GM15097	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094379	VMN1R202	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094380	OLFR904	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094385	VMN1R123	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094391	CT867956.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094393	MUC2	0	0	0	0.0606272	0	0.043	0.0427897	0	n.s	n.s	n.s	n.s
ENSMUSG00000094396	VMN2R-PS113	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094398	OLFR1360	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094399	SLY	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094404	AC192713.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094410	ZBED6	34.112	45.12	24.4571	37.3634	28.193	36.292	24.5537	36.2306	n.s	n.s	n.s	n.s
ENSMUSG00000094418	AC231651.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094421	4930467E23RIK	0	0	0	0.0426369	0	0	0	0.0216234	n.s	n.s	n.s	n.s
ENSMUSG00000094422	OLFR205	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094425	AC147156.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094426	OLFR478	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094429	AC132379.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094430	GM933	0	0	0	0	0	0.022	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094434	AC192472.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000094437	FAM103A1	26.466	35.166	5.66067	3.69114	28.33	34.274	4.49986	2.98365	n.s	n.s	n.s	n.s
ENSMUSG00000094439	RP23-334I5.4	15.247	12.054	11.6918	11.4562	13.38	13.45	12.6595	11.4162	n.s	n.s	n.s	n.s
